,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.06348514381799153,-0.11769326153052084,-0.09058920267425585
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.11993279104811361,-0.06844132487190802,-0.09418705796001059
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0381720979698732,-0.1284493420825712,-0.08331072002622208
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.020534265918585648,-0.153339837492807,-0.08693705170569621
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.09502677906328216,-0.12245990526029193,-0.10874334216178727
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07629596395731975,-0.06806174673088572,-0.07217885534410295
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.0737034252634654,-0.08936491562621307,-0.08153417044483913
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.10603492018692218,-0.11315261915297636,-0.10959376966994883
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.0737012641982362,-0.10518453761187496,-0.08944290090505558
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.11259384262540495,-0.14276746519686756,-0.12768065391113592
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.12307444567060943,-0.07184037453234948,-0.09745741010147868
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09953049223510169,-0.08005130191393262,-0.08979089707451704
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.0987516356364817,-0.09717615333772889,-0.09796389448710507
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.09928218462451999,-0.024006973634896678,-0.06164457912970789
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.04223347214689621,-0.1387388837738317,-0.09048617796036407
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.07369687044617867,-0.08737834884644302,-0.08053760964631074
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.12882294026644558,-0.08082916662778672,-0.10482605344711615
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.05849675455329906,-0.10247494581266103,-0.08048585018297993
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07344897233245784,-0.09648786073873539,-0.08496841653559684
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06646590811446695,-0.05092969999728725,-0.058697804055877545
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.08905029616255633,-0.1835613853147131,-0.13630584073863494
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.07092815064977143,-0.1267611363380199,-0.09884464349389643
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.13729713790096398,-0.14338925515925105,-0.1403431965301074
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.10734538064386401,-0.16093696249882927,-0.13414117157134675
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.0900969660305393,-0.1343104191984894,-0.11220369261451468
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.10068217062863583,-0.10725656312539189,-0.10396936687701408
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.1232411575718404,-0.16911991446679897,-0.14618053601931946
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.10088115487865923,-0.10461286749725729,-0.10274701118795815
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.14189292976832713,-0.10558087074210865,-0.12373690025521811
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.11538417635690679,-0.12574675291875614,-0.12056546463783124
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.05004564871425865,-0.14159238357349224,-0.09581901614387589
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04606463549089179,-0.08473079142929407,-0.06539771346009293
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.06544025199903514,-0.13390061787894858,-0.0996704349389913
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.06314811839720624,-0.0621842296464199,-0.06266617402181296
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.061105331070785196,-0.06832593848771573,-0.06471563477925035
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.09614689409749166,-0.07570503733737333,-0.08592596571743272
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.07197390740586718,-0.09676088693573925,-0.08436739717080355
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.09877561464886941,-0.14168538628338756,-0.12023050046612793
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.11520444060658619,-0.10810373524656769,-0.11165408792657683
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06583464907794245,-0.11184977490075898,-0.08884221198935094
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.10918913680282394,-0.1561728069202135,-0.1326809718615184
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.12841629759511997,-0.14967676858596457,-0.13904653309054216
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.08958192834325795,-0.1942416016651607,-0.14191176500420888
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.06098806755308783,-0.054287959961563104,-0.0576380137573258
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.10674550300833419,-0.06801281945316617,-0.08737916123075018
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.13337257995414054,-0.11538768538882693,-0.12438013267148318
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.059471759286197745,-0.09689422950580284,-0.07818299439599985
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.040518023854723584,-0.1676515217388812,-0.10408477279680273
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.08517501652309267,-0.1225812781770721,-0.1038781473500825
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.11432307494137706,-0.06188869513121498,-0.08810588503629568
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.038429552146424406,-0.06944235711450597,-0.05393595463046508
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.09063322318220401,-0.11696508653137894,-0.1037991548567917
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0603190328351324,-0.0787912618784643,-0.06955514735679857
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.04441490766204792,-0.04286431293835058,-0.043639610300198806
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.0462328104260008,-0.10238041914409157,-0.07430661478504663
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.01793509031393059,-0.12897436032552578,-0.07345472531972774
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.05770676965105648,-0.09725642612911911,-0.07748159789008768
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.055616164785252664,-0.12569782988467004,-0.09065699733496158
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.06284780196500672,-0.10298356500255679,-0.08291568348378231
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.060317473873759964,-0.0980832234139275,-0.07920034864384384
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.10092736637248745,-0.04612962205160276,-0.07352849421204521
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0544645487673765,-0.0975035873420762,-0.07598406805472657
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.055234413233658186,-0.17065535489761996,-0.11294488406563918
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.09266732071434536,-0.1004920118542536,-0.0965796662842997
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07484312910920599,-0.10981236013279005,-0.09232774462099813
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.03481800994361062,-0.06637541565952731,-0.050596712801568966
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.0640754208443366,-0.112815923154294,-0.08844567199931541
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.06997725778811192,-0.04453424501846559,-0.05725575140328898
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.04913343575241802,-0.08353061761837743,-0.06633202668539762
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.04848758143748588,-0.13355510186542574,-0.09102134165145614
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.05024651028209193,-0.1354919551878344,-0.09286923273496328
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.07110307035266694,-0.08601569106218632,-0.07855938070742674
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.09350042540669201,-0.08187451547416091,-0.08768747044042668
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.08382535670146907,-0.07640101268648758,-0.0801131846939781
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.0037257977045608293,-0.17902880372554653,-0.08765150301049301
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.031473095244495486,-0.06013139376580123,-0.04580224450514814
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.06263705564648014,-0.13529548267841696,-0.09896626916244833
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.04565104532498987,-0.10419499176839753,-0.07492301854669403
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.05511719307091556,-0.12276880716546135,-0.08894300011818879
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.08058051743539774,-0.07205463601681616,-0.07631757672610717
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.09018308317877954,-0.11166526431717272,-0.10092417374797569
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.10092516242442873,-0.0701569718749726,-0.08554106714970022
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04921374865249972,-0.07731077869208991,-0.06326226367229437
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.07758016522326217,-0.09741270074555719,-0.08749643298440979
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0785105980029086,-0.05570986716776671,-0.06711023258533833
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.11000932175956746,-0.07202475952197629,-0.09101704064077198
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04735891528073566,-0.0965708477740046,-0.07196488152737024
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.057633787790646984,-0.11275422365992172,-0.08519400572528502
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.11286529124376732,-0.06599508504281038,-0.08943018814328918
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09144857254532357,-0.06559349268167058,-0.07852103261349652
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06350087349632005,-0.09610424843342402,-0.07980256096487182
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.08783576222708334,-0.04384185335207125,-0.06583880778957696
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.08584321257639282,-0.09947616931247771,-0.09265969094443505
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.1018398587802305,-0.11332509140547442,-0.10758247509285268
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09386648872396464,-0.0865366494217874,-0.09020156907287569
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.08926732034253426,-0.06928576612809634,-0.07927654323531541
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.12330144413482103,-0.09645151934610952,-0.10987648174046527
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.0023378251753195523,-0.08229087801932233,-0.039976526422001335
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.04328159476342286,-0.12971449663576706,-0.08649804569959463
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.06533066929017783,-0.04921807833001801,-0.057274373810098145
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.11866361599654818,-0.06164749791753232,-0.09015555695704036
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.03902728207923345,-0.11430277884678697,-0.07666503046301032
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.051772107961126856,-0.06776577155478525,-0.0597689397579555
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.08902829915426613,-0.06245611517072125,-0.07574220716249414
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.015428752515171507,-0.11226018369821911,-0.06384446810669564
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.06116693518419547,-0.11139484118752185,-0.08628088818585888
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.061514636816155654,-0.1561139398152711,-0.10881428831571316
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.05184398693772496,-0.06143705782631437,-0.056640522382019665
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.06049375706216131,-0.05540338600324546,-0.0579485715327035
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.11507431586170025,-0.10285713552030784,-0.10896572569100393
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.08998527779688081,-0.1014076574640772,-0.09569646763047923
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.05867589490182601,-0.11912745262402757,-0.08890167376292635
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.1065384109582952,-0.15794932928523076,-0.1322438701217632
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.1378165265069511,-0.061105537475538485,-0.09946103199124523
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.05481579206265197,-0.055866414277324195,-0.05534110316998819
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.004888951791262253,-0.1005560499313225,-0.05272250086129182
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.03782923569344887,-0.07558526659298082,-0.056707251143215176
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07433254723210991,-0.05768040569963784,-0.06600647646587376
