,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град",,-0.02216551871940342,-0.01177878629361051,-0.01697215250650741
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Потребление смолы, г/м2-Плотность нашивки",,-0.023532970023534494,-0.011958490135597355,-0.017745730079566258
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град",,-0.02584212720822676,-0.017629857211254096,-0.021735992209740096
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Шаг нашивки-Плотность нашивки",,-0.027163107441936285,-0.017977356355874052,-0.02257023189890539
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Угол нашивки, град-Плотность нашивки",,-0.02768496593717429,-0.01306430857938734,-0.02037463725828015
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.02384957424601919,-0.030917825417225542,-0.027383699831622588
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.017697630979480072,-0.028146573212631587,-0.02292210209605583
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.020670637109662993,-0.03521926051695523,-0.027944948813309556
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.021555995546248985,-0.02987773422321882,-0.02571686488473368
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.022336365934823688,-0.029948977547944455,-0.026142671741384516
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.00698626252805834,-0.02687236889362077,-0.016929315710839776
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.010337092192914454,-0.0328974007132703,-0.021617246453092598
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.011267256516983792,-0.028256246673950658,-0.01976175159546767
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.011841604979450082,-0.02814865362337815,-0.019995129301413783
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.0029088067592852873,-0.03016232159336263,-0.016535564176323847
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.003437019228346605,-0.025455763614177673,-0.014446391421262805
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.004365061583448071,-0.02554995542516947,-0.014957508504309547
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.007110119593236153,-0.031210950223351075,-0.019160534908293836
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,-0.008008627572393179,-0.03149325693985605,-0.019750942256124726
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,-0.00861203261177712,-0.026824452746414762,-0.017718242679095608
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.021325124189960576,-0.028947204650750624,-0.0251361644203556
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.024175635710941723,-0.03562626546507963,-0.029900950588011233
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.025358477399850532,-0.03078783070680391,-0.028073154053327443
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.02593189637242843,-0.030598802584468343,-0.028265349478448276
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.018417168723769084,-0.03299702299092622,-0.02570709585734754
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.01918164721511828,-0.028082940067136963,-0.023632293641127622
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.02012541931856915,-0.028088584475109313,-0.024107001896838898
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.022416855275129155,-0.034527867693956216,-0.028472361484542907
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.023334431753085694,-0.034719724687671594,-0.029027078220378977
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.024155023592635994,-0.02981533927794633,-0.026985181435291272
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.007330876790013985,-0.03085500018930487,-0.019092938489659095
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.008127943424226958,-0.02662950172109979,-0.017378722572663152
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.008880264647582958,-0.026466371518627074,-0.017673318083105127
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.011763948922917544,-0.03204767824564425,-0.021905813584280898
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.012470891475423462,-0.032047792848001855,-0.022259342161712437
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.013349166635938658,-0.02788486343388441,-0.020617015034911312
"Соотношение матрица-наполнитель-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.004338226471216178,-0.029375442750826597,-0.016856834611021165
"Соотношение матрица-наполнитель-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.005405919011145732,-0.02959456059258314,-0.017500239801864437
"Соотношение матрица-наполнитель-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.005858214935257511,-0.02534153916694004,-0.015599877051098887
"Соотношение матрица-наполнитель-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.00977729888942247,-0.030710914997864824,-0.020244106943643647
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2",,-0.018168453846854504,-0.017524488283621853,-0.017846471065238845
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2",,-0.03966160875579394,-0.02107648364046888,-0.03036904619813141
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2",,-0.02482826621033074,-0.018853264247589152,-0.02184076522896017
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2",,-0.0153811077073569,-0.016382567313729224,-0.015881837510543062
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки",,-0.018667806513491536,-0.02112686448710388,-0.019897335500297708
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Угол нашивки, град",,-0.019207273162331617,-0.01821140280657052,-0.018709337984450736
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Плотность нашивки",,-0.020417944976048208,-0.01741315255200515,-0.01891554876402679
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2",,-0.012292038625858037,-0.03429642940854194,-0.0232942340172001
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2",,-0.0033779564739990775,-0.03336934299330241,-0.018373649733650743
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2",,0.004296242865609812,-0.03072959433650224,-0.013216675735446715
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки",,0.0008678375232373803,-0.03538197283869993,-0.017257067657731162
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Угол нашивки, град",,0.00043772133204256214,-0.03274949571350638,-0.0161558871907323
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Плотность нашивки",,-0.00039349992874426754,-0.03195779662866549,-0.016175648278705324
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.01600091649767088,-0.03552609688570185,-0.025763506691686366
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.010180779314748811,-0.03307258604502872,-0.021626682679888543
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки",,-0.013096177101479478,-0.0381000274206833,-0.025598102261081612
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Угол нашивки, град",,-0.013656907458538647,-0.03542054441852094,-0.024538725938530237
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Плотность нашивки",,-0.014552268197445262,-0.034502622659358106,-0.024527445428401684
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.0003013634513182595,-0.032217274256068684,-0.016259318853692917
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки",,-0.003653795408880667,-0.036447597750973504,-0.020050696579927085
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.004321305417291477,-0.03434196661578204,-0.01933163601653687
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Плотность нашивки",,-0.004963512414033033,-0.03324254210385469,-0.019103027258944083
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки",,0.0035550176595610106,-0.033948210766172826,-0.01519659655330624
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Угол нашивки, град",,0.0032891381576850565,-0.03173903143710621,-0.014224946639711356
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Плотность нашивки",,0.0022600673757915413,-0.030875371502708582,-0.014307652063458964
"Плотность, кг/м3-модуль упругости, ГПа-Шаг нашивки-Угол нашивки, град",,-0.0004730842014868397,-0.03584465405685733,-0.018158869129172528
"Плотность, кг/м3-модуль упругости, ГПа-Шаг нашивки-Плотность нашивки",,-0.00144171706277052,-0.035146535944719615,-0.018294126503745733
"Плотность, кг/м3-модуль упругости, ГПа-Угол нашивки, град-Плотность нашивки",,-0.0017763872322469343,-0.032872281315597274,-0.017324334273922326
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2",,-0.03679420887348783,-0.00608274756664251,-0.021438478220065504
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2",,-0.022060593752388113,-0.004751370713708347,-0.01340598223304812
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2",,-0.012240765612148374,-0.0019432758365744984,-0.0070920207243617694
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки",,-0.015348745797698182,-0.00893088630954586,-0.012139816053622021
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град",,-0.016016769300736478,-0.003808183820612987,-0.009912476560674621
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Плотность нашивки",,-0.016997451784637407,-0.0031942032670941867,-0.010095827525865575
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.042634280042001205,-0.00690156508619344,-0.024767922564097322
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.03505637782200299,-0.004218378746246421,-0.019637378284124707
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки",,-0.03730259928890178,-0.011741699233726033,-0.024522149261313575
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град",,-0.03826329325171374,-0.0064221898466079175,-0.02234274154916105
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Плотность нашивки",,-0.039272236429017005,-0.0056799920631211975,-0.022476114246068657
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.019149334808383545,-0.0029748212531279794,-0.01106207803075554
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки",,-0.022043795944161948,-0.00948627856413542,-0.01576503725414824
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.02308268683468362,-0.004966734075494417,-0.014024710455089018
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Плотность нашивки",,-0.023918934024700578,-0.00395263712018501,-0.013935785572443238
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки",,-0.01285458640124948,-0.006879042657293111,-0.00986681452927074
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град",,-0.013387033035593854,-0.002188948704699545,-0.00778799087014681
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Плотность нашивки",,-0.014599593831230662,-0.0015193868176552883,-0.008059490324443197
"Плотность, кг/м3-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град",,-0.016777191786039536,-0.008616975102399449,-0.01269708344421927
"Плотность, кг/м3-Количество отвердителя, м.%-Шаг нашивки-Плотность нашивки",,-0.017909693421268136,-0.008043287860513004,-0.012976490640890459
"Плотность, кг/м3-Количество отвердителя, м.%-Угол нашивки, град-Плотность нашивки",,-0.018559768234318152,-0.0033697241228942687,-0.010964746178606433
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.013539827978897856,-0.020293497801658456,-0.016916662890278045
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.007563796301406134,-0.01741896075634286,-0.012491378528874053
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.010211507476965975,-0.024833201822519246,-0.017522354649743277
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.010878847133223957,-0.01986295495231416,-0.01537090104276917
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.011537692978705438,-0.019207760442011113,-0.015372726710358053
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,0.002262847517583544,-0.017542850398197363,-0.0076400014403072425
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.0008869120813796982,-0.024023085307100178,-0.012454998694239938
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.001641534940154843,-0.019689660112516272,-0.010665597526335224
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.0020516111953046146,-0.01879627469251499,-0.01042394294390947
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,0.0065832256098841135,-0.02121892165275585,-0.007317848021435813
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,0.006222611569179692,-0.01676304797363093,-0.005270218202225452
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,0.005418498233952795,-0.01614601673907723,-0.005363759252562383
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,0.002644199345391729,-0.023128709638539302,-0.010242255146573731
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,0.0019037722109177535,-0.022636156286049314,-0.010366192037565669
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,0.0014428575604342742,-0.01811131254071663,-0.008334227490141066
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.011562395107539203,-0.018337945906571562,-0.014950170507055494
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.014052900808811941,-0.02527422854627659,-0.019663564677544487
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.014978422433598704,-0.020880479290056098,-0.017929450861827956
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.015428113036437763,-0.019900713560141448,-0.017664413298289716
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.008484593055138934,-0.02258217606863333,-0.015533384561886021
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.009001625311215733,-0.018060035605326874,-0.013530830458271081
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.009858091216088605,-0.017344647787385536,-0.013601369501737293
"Плотность, кг/м3-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.011967058545620857,-0.0249008295605615,-0.018433944053090956
"Плотность, кг/м3-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.012765055451462004,-0.02432371275071077,-0.018544384101086275
"Плотность, кг/м3-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.013362724140211446,-0.019699054125103643,-0.016530889132657545
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,0.001786794979676265,-0.021924655041897223,-0.01006893003111009
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,0.001191917878767379,-0.018027715346411233,-0.008417898733821705
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,0.0005659024480477726,-0.017089353849274236,-0.008261725700613343
"Плотность, кг/м3-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0022996175351281956,-0.023957826639567914,-0.013128722087347944
"Плотность, кг/м3-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.002845681769617636,-0.02311658616740231,-0.012981133968509972
"Плотность, кг/м3-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0035427081189942644,-0.01917601935262203,-0.011359363735807926
"Плотность, кг/м3-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.005150982212290711,-0.021200989059827924,-0.00802500342376844
"Плотность, кг/м3-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,0.00420173624607123,-0.020658508884406457,-0.008228386319167669
"Плотность, кг/м3-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,0.003920146830801663,-0.01656830102719864,-0.006324077098198211
"Плотность, кг/м3-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,7.356389264523422e-05,-0.022538389043446516,-0.011232412575400197
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2",,-0.03583787904558822,-0.029021694347457716,-0.03242978669652308
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2",,-0.02246150763010113,-0.026241057055171213,-0.024351282342636282
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2",,-0.012546133042484753,-0.02325934789628925,-0.01790274046938689
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки",,-0.015739119089583697,-0.027870936402569768,-0.021805027746076733
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град",,-0.016154509231280256,-0.024512872863375446,-0.020333691047328073
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Плотность нашивки",,-0.01745718946602315,-0.024904760769674184,-0.021180975117848444
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.04148922365298713,-0.030259005968167774,-0.03587411481057745
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.0337412051122572,-0.027560217060460523,-0.030650711086359195
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки",,-0.03621289997856292,-0.032681847783482265,-0.034447373881023036
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град",,-0.03690002273228776,-0.0290202799236281,-0.03296015132795804
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Плотность нашивки",,-0.038249997224381715,-0.02929817758870179,-0.03377408740654142
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.01919758441220676,-0.02475050507283738,-0.021974044742522292
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки",,-0.022230713512282785,-0.028998166961181626,-0.02561444023673176
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.023011254590718178,-0.026095386059766135,-0.024553320325242045
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Плотность нашивки",,-0.024151604174436958,-0.026184707980006827,-0.025168156077222004
"модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки",,-0.012932543133512553,-0.026108048885146395,-0.019520296009329252
"модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град",,-0.01321922241301321,-0.023150185150863756,-0.01818470378193837
"модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Плотность нашивки",,-0.014735501321199163,-0.023483502867024164,-0.019109502094111996
"модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град",,-0.016687340070136614,-0.02718128104253892,-0.021934310556337877
"модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Плотность нашивки",,-0.018146194146025918,-0.027710204115099613,-0.022928199130562432
"модуль упругости, ГПа-Количество отвердителя, м.%-Угол нашивки, град-Плотность нашивки",,-0.01851048757324647,-0.024785235727504462,-0.021647861650375244
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.012944951183345266,-0.04277106908038064,-0.027858010131862954
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.006778133804210329,-0.0399780397938021,-0.023378086799006215
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.00941021188744151,-0.04489425254353718,-0.027152232215488903
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.010075696892322794,-0.04175763628066553,-0.025916666586494053
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.011082972254119694,-0.04192444897160619,-0.026503710612863052
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,0.0020107332509322617,-0.038415025356761445,-0.01820214605291448
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.0010730574495152467,-0.04254287185556094,-0.021807964652538203
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.0018230314099647593,-0.03999857979167021,-0.020910805600817484
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.002552554944791341,-0.039995062929108594,-0.021273808936949745
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,0.006506182644663738,-0.039541852726041604,-0.01651783504068871
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,0.006154521989005124,-0.03699085413548975,-0.015418166073242312
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,0.005037283062803044,-0.037174060156548894,-0.01606838854687276
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,0.002684644770141187,-0.04087215043398573,-0.019093752831921718
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,0.0016054293665508368,-0.041271808137790966,-0.019833189385620453
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,0.0011864516665969216,-0.03868697642403407,-0.018750262378718352
"модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.010574647488762912,-0.04126270586305658,-0.025918676675909635
"модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.013084682808044423,-0.04580139758368085,-0.029443040195862857
"модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.01401224426786829,-0.0430998203776396,-0.028556032322753833
"модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.014801162400480017,-0.04302377848929839,-0.028912470444889204
"модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.007322518504998099,-0.043099474941386884,-0.02521099672319249
"модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.00783923148087906,-0.04037559610033803,-0.02410741379060799
"модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.009030094304568692,-0.04047525654258566,-0.024752675423576842
"модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.010781613065706575,-0.0446889715003882,-0.027735292283047497
"модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.011935657736231953,-0.04501128376663921,-0.02847347075143547
"модуль упругости, ГПа-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.01249799788276773,-0.042230155988408624,-0.027364076935587955
"модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,0.001960686743223583,-0.0407673452086601,-0.019403329232718702
"модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,0.0013699249326588614,-0.038635999633149565,-0.018633037350245074
