,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.036049610644022456,-0.020664126670697502,-0.02835686865736009
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.037070865468529446,-0.02004634678440742,-0.028558606126468544
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.01834288931636907,-0.016740898836813844,-0.01754189407659168
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.02093484308272653,-0.021661149561067683,-0.021297996321896884
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.022094319151314323,-0.018611876219260193,-0.02035309768528748
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.02291851028998404,-0.017764150222704167,-0.020341330256344325
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.011219518277208351,-0.018995640927444324,-0.015107579602326116
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.01185064140549219,-0.01580715336968752,-0.013828897387589856
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.013062485177510741,-0.015272273137131753,-0.014167379157321136
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.0149455559077456,-0.020618027489881063,-0.017781791698813665
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,-0.016070442272048346,-0.020225331562727877,-0.01814788691738789
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,-0.01683209687604914,-0.01705679170247487,-0.01694444428926234
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.03872674809900767,-0.019929951296660864,-0.029328349697834044
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.04050166789939236,-0.025279139991283284,-0.032890403945337376
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.04192979914506112,-0.022039389996657777,-0.031984594570859115
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.042741547989730844,-0.021043547915298166,-0.03189254795251417
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.032979057374150855,-0.0228429516594566,-0.027911004516803728
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.03384997813545265,-0.019450402046598647,-0.02665019009102587
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.03509186293283517,-0.01875347731859134,-0.026922670125713255
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.036220156709995344,-0.024711060826787534,-0.030465608768391328
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.03737689265695732,-0.024170420676438598,-0.03077365666669829
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.0383696502036468,-0.02076818820426274,-0.029568919203954436
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.017707602861168237,-0.02004154710499617,-0.018874574983082093
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.018715042376818758,-0.017405206586142308,-0.018060124481480422
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.019772868407883948,-0.016492708493409225,-0.018132788450646586
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.02162635270937785,-0.02177884680542963,-0.021702599757403296
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.022579414297863254,-0.02097258178101158,-0.02177599803943797
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.023730444102589177,-0.018393278748528807,-0.02106186142555877
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.012022819571504861,-0.019120861401388245,-0.015571840486447108
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.013378788490040039,-0.018663200932038437,-0.01602099471103957
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.013965904992487621,-0.015902822834715336,-0.014934363913601478
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.0172882596934123,-0.02033795832299168,-0.018813109008201878
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.010172332686945618,-0.033249459522045166,-0.021710896104495614
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.01234754300492824,-0.038494764992017094,-0.025421153998472668
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.013474476817137537,-0.03561811896031308,-0.0245462978887252
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.013932568395180756,-0.03471213400356232,-0.02432235119937154
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.006354966905975257,-0.0358458753650408,-0.02110042113550803
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.007045851098590683,-0.032880946031559555,-0.01996339856507534
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.007930953936917895,-0.032207627166722874,-0.02006929055181994
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.009714221545600754,-0.037997336938209836,-0.023855779241905517
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.010531468615858408,-0.03750645801696906,-0.024018963316413733
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.011325220053712393,-0.03444818799957017,-0.02288670402664139
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,0.0029505883377420883,-0.03458149424738566,-0.015815452954821896
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,0.002118298200948776,-0.03218721185509321,-0.01503445682707144
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,0.0014874310371866262,-0.03132965713310498,-0.01492111304795879
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0009612849605411533,-0.0365132325327302,-0.018737258746635788
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.0015040211390944247,-0.03579497778371454,-0.018649499461404706
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0024531634660620583,-0.033374789378410874,-0.017913976422236577
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.006888292711374588,-0.033690831536912214,-0.013401269412767924
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,0.00592612270988635,-0.033245566326013165,-0.013659721808064018
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,0.005414626266669442,-0.030702334132985953,-0.012643853933157756
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.0019749810004989765,-0.0350769509810791,-0.01655098499029023
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.010094305834063455,-0.03680546270938656,-0.02344988427172523
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.011047276324401611,-0.03435993190724407,-0.02270360411582295
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.01170926691842622,-0.03337906507148114,-0.02254416599495368
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.013580147603052595,-0.03903950155555225,-0.026309824579302643
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.014162277861125894,-0.03821616881957679,-0.026189223340351453
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.015212558090439643,-0.03570246646886832,-0.025457512279654204
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.007570951740739629,-0.03642849679717419,-0.021999724268957244
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.008583115064417113,-0.035863144553846205,-0.022223129809132103
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.009179244313545887,-0.0332308355719233,-0.021205039942734816
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.012126805489262038,-0.03798694379158962,-0.02505687464042572
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.0021364145394090484,-0.03500964274823093,-0.016436614104410607
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,0.0013780808045755766,-0.034231051563518244,-0.01642648537947078
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,0.0006316071210338281,-0.03222471507180513,-0.01579655397538554
"Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.002737957301314209,-0.03617198050193604,-0.019454968901625236
"Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.004709360910656657,-0.03364377574230937,-0.0144672074158263
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.036637442947198506,-0.004955601882611793,-0.020796522414905372
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.038094769519106286,-0.012679475503256654,-0.025387122511180915
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.03966574729917505,-0.007196657686481478,-0.02343120249282782
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.04023334043785143,-0.006383839824844806,-0.02330859013134834
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.030325219557053362,-0.009820387173014922,-0.020072803365034253
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.031348743470160256,-0.0041618253094797275,-0.017755284389820103
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.032348246205905706,-0.003697227819325688,-0.01802273701261592
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.03342602895421565,-0.011811858693325128,-0.02261894382377061
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.03434004586181616,-0.011453935573917828,-0.022896990717866883
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.03551604850263046,-0.005800584948012499,-0.02065831672532137
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.015115370444095388,-0.00796769277326903,-0.011541531608681987
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.01625678176334766,-0.0031148515043226688,-0.009685816633835276
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.017093888190615747,-0.0023765844013696746,-0.009735236295992822
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.018948399336255806,-0.009756379833629092,-0.014352389584942227
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.01967347731898128,-0.009076389598582368,-0.014374933458781602
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.020989540088143688,-0.0042896192609791495,-0.01263957967456153
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.009001285747774146,-0.006763860728830284,-0.007882573238302104
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.010128678454748075,-0.00647422087826266,-0.008301449666505478
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.010892827458772292,-0.001497050942207645,-0.0061949392004903014
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.014011858066934835,-0.008164452490634133,-0.011088155278784706
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.03610205090646934,-0.01031184387182682,-0.02320694738914819
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.037542482533808874,-0.005258464427438048,-0.021400473480623572
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.038342688337128505,-0.004395033529221326,-0.021368860933174694
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0392986779628961,-0.012413155536542098,-0.025855916749719543
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.039998952126498954,-0.011624343062434983,-0.025811647594466858
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.041598962136384365,-0.0066019855323435905,-0.02410047383436431
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.03157169185917574,-0.009578640400033533,-0.02057516612960475
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.03271525761552452,-0.00916636638165258,-0.02094081199858855
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.033738314077265796,-0.003937798910164769,-0.018838056493715394
"Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.03601719190620911,-0.011157521443847962,-0.023587356675028537
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.01594175011870158,-0.007603810617980322,-0.011772780368341507
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.016910678615657204,-0.0068857606469818755,-0.011898219631320095
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.018059789317018238,-0.0025155493401738394,-0.010287669328595928
"Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.020965074524063265,-0.008700586579950764,-0.014832830552007126
"Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.011463059750180138,-0.006113023713029575,-0.008788041731604856
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.007863100762987463,-0.023530094111615663,-0.01569659743730123
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.008930570636030533,-0.018790107353650942,-0.01386033899484096
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.009347083416365587,-0.018066111086433967,-0.013706597251399777
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.011159060470815163,-0.025876244409140936,-0.01851765243997794
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.011493290366274556,-0.02526224958547485,-0.01837776997587448
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.012684894442598127,-0.02046401093669048,-0.01657445268964408
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.005016170802833564,-0.022851322592928103,-0.0139337466978805
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.005792750486924847,-0.02254100415217808,-0.014166877319551796
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.006543742005348907,-0.017595101971105143,-0.012069421988226248
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.009204631925829654,-0.024739362743865678,-0.016971997334847777
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.004615792647571948,-0.022386501896803912,-0.008885354624616204
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,0.004088375760308516,-0.021806629860599225,-0.008859127050145077
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,0.0032100120069165072,-0.01754935373447819,-0.007169670863781175
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,6.766721715323332e-05,-0.023742884180117496,-0.011837608481481743
"Плотность, кг/м3-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.0077295500028252695,-0.02094047464651716,-0.006605462321846001
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.009179310879455338,-0.02355397771061396,-0.016366644295034205
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.009727594048140498,-0.022897825238250125,-0.01631270964319531
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.010737788024544281,-0.01852638072454682,-0.014632084374545218
"Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.013241391298617788,-0.025188967125763684,-0.019215179212190625
"Плотность, кг/м3-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.007466364979059392,-0.022504597042539043,-0.014985481010799107
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.002725780263202582,-0.021660593495667957,-0.009467406616232521
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.03544006501474284,-0.02796559559861178,-0.0317028303066772
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.03720081773950934,-0.03333427054140303,-0.03526754414045652
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.038465633480911476,-0.029438897065917402,-0.03395226527341422
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.039380081822094404,-0.02971199799810642,-0.03454603991010041
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.02923266528131907,-0.030381281243973435,-0.029806973262646252
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.029966553261119522,-0.026425913628333353,-0.028196233444726104
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.03131549372983766,-0.02694006875598043,-0.029127781242909156
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.03227757558861444,-0.031582189329373955,-0.03192988245899431
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.033563227591807854,-0.0322993868324708,-0.032931307212139216
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.034413510620604715,-0.028359217557454075,-0.03138636408902917
